docId,item_Id,name,food_type_code,food_type_name,is_active,estimated_price,base_unit,created_at,updated_at,is_visible,supports_feedback,supports_rate,sort_order,available_meal_types
ITEM247,ITEM247,Egg Fried Rice,rice,Rice,true,,single,,,true,true,true,1,[“cafe”]
ITEM248,ITEM248,Egg Fried Rice,rice,Rice,true,395,full,,,true,true,true,1,[“cafe”]
ITEM249,ITEM249,Egg Fried Rice,rice,Rice,true,240,half,,,true,true,true,1,[“cafe”]
ITEM250,ITEM250,Mutton Afghani Pullao,rice,Rice,true,,single,,,true,true,true,1,[“cafe”]
ITEM251,ITEM251,Mutton Afghani Pullao,rice,Rice,true,1890,full,,,true,true,true,1,[“cafe”]
ITEM252,ITEM252,Mutton Afghani Pullao,rice,Rice,true,945,half,,,true,true,true,1,[“cafe”]
ITEM253,ITEM253,Mutton Yakhni Pullao,rice,Rice,true,,single,,,true,true,true,1,[“cafe”]
ITEM254,ITEM254,Mutton Yakhni Pullao,rice,Rice,true,1780,full,,,true,true,true,1,[“cafe”]
ITEM255,ITEM255,Mutton Yakhni Pullao,rice,Rice,true,890,half,,,true,true,true,1,[“cafe”]
ITEM256,ITEM256,Chicken Fried Rice,rice,Rice,true,360,single,,,true,true,true,1,[“cafe”]
ITEM257,ITEM257,Chicken Fried Rice,rice,Rice,true,,full,,,true,true,true,1,[“cafe”]
ITEM258,ITEM258,Chicken Fried Rice,rice,Rice,true,200,half,,,true,true,true,1,[“cafe”]
ITEM259,ITEM259,Beef Chapli Kabab,bbq_item,Bbq_Item,true,130,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM260,ITEM260,Chicken Chapli Kabab,bbq_item,Bbq_Item,true,90,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM261,ITEM261,Chicken Gola Kabab,bbq_item,Bbq_Item,true,120,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM262,ITEM262,Chicken Kastoori Boti,bbq_item,Bbq_Item,true,160,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM263,ITEM263,Chicken Malai Boti,bbq_item,Bbq_Item,true,160,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM264,ITEM264,Chicken Rajisthani Boti,bbq_item,Bbq_Item,true,130,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM265,ITEM265,Chicken Shish Tawook Boti,bbq_item,Bbq_Item,true,180,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM266,ITEM266,Chicken Turkish Kabab,bbq_item,Bbq_Item,true,120,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM267,ITEM267,Fried Finger Fish,bbq_item,Bbq_Item,true,,kilogram,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM268,ITEM268,Fried Fish (Lahori),bbq_item,Bbq_Item,true,,kilogram,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM269,ITEM269,Grill Fish,bbq_item,Bbq_Item,true,,kilogram,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM270,ITEM270,Chicken Steam Roast,bbq_item,Bbq_Item,true,,single,,,true,true,true,1,"[“bbq”, “cafe”, “lunch”, “dinner”]"
ITEM271,ITEM271,Chicken Reshmi Kabab,bbq_item,Bbq_Item,true,,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM272,ITEM272,Chicken Tikka,bbq_item,Bbq_Item,true,,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM273,ITEM273,Chicken Tawa Piece,bbq_item,Bbq_Item,true,,single,,,true,true,true,1,"[“bbq”, “cafe”]"
ITEM274,ITEM274,Beef Steak,continental,Continental,true,720,single,,,true,true,true,1,[“cafe”]
ITEM275,ITEM275,Creamy Mushroom Steak,continental,Continental,true,590,single,,,true,true,true,1,[“cafe”]
ITEM276,ITEM276,Mexican Steak,continental,Continental,true,580,single,,,true,true,true,1,[“cafe”]
ITEM277,ITEM277,Peppercorn Chicken Steak,continental,Continental,true,530,single,,,true,true,true,1,[“cafe”]
ITEM278,ITEM278,Stuffed Cheese Chicken,snack,Snack,true,520,single,,,true,true,true,1,[“cafe”]
ITEM279,ITEM279,Banana Bread,snack,Snack,true,60,slice,,,true,true,true,1,[“cafe”]
ITEM280,ITEM280,Chicken Cheese Pie,snack,Snack,true,130,single,,,true,true,true,1,[“cafe”]
ITEM281,ITEM281,Beef Smash Burger,snack,Snack,true,340,single,,,true,true,true,1,[“cafe”]
ITEM282,ITEM282,Chicken Corn Soup,soup,Soup,true,55,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM283,ITEM283,Chicken Tandoori Pizza,snack,Snack,true,,slice,,,true,true,true,1,[“cafe”]
ITEM284,ITEM284,Chocolate Brownie,bakery_item,Bakery_Item,true,65,single,,,true,true,true,1,[“bakery”]
ITEM285,ITEM285,Fish Crackers,side_item,Side_Item,true,,full,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM286,ITEM286,Fish Crackers,side_item,Side_Item,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM287,ITEM287,Papri Chaat with Plum & Imli Sauce,snack,Snack,true,120,single,,,true,true,true,1,[“cafe”]
ITEM288,ITEM288,Chicken Spinach Pie,snack,Snack,true,135,single,,,true,true,true,1,[“cafe”]
ITEM289,ITEM289,Crispy Fried Chicken (250gm),snack,Snack,true,280,single,,,true,true,true,1,[“cafe”]
ITEM290,ITEM290,Hot & Sour Soup,soup,Soup,true,,full,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM291,ITEM291,Hot & Sour Soup,soup,Soup,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM292,ITEM292,Malai Boti Paratha Roll with Plum Sauce,snack,Snack,true,340,single,,,true,true,true,1,[“cafe”]
ITEM293,ITEM293,Pineapple Pastry,bakery_item,Bakery_Item,true,,single,,,true,true,true,1,[“bakery”]
ITEM294,ITEM294,Chicken Bread,bakery_item,Bakery_Item,true,75,single,,,true,true,true,1,[“bakery”]
ITEM295,ITEM295,Coffee Crunch delight,dessert,Dessert,true,130,single,,,true,true,true,1,[“cafe”]
ITEM296,ITEM296,Cream of Almond Soup,soup,Soup,true,,full,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM297,ITEM297,Cream of Almond Soup,soup,Soup,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM298,ITEM298,Shawarma Platter,snack,Snack,true,270,single,,,true,true,true,1,[“cafe”]
ITEM299,ITEM299,Chicken Patties,bakery_item,Bakery_Item,true,60,single,,,true,true,true,1,[“bakery”]
ITEM300,ITEM300,Chicken Vegetable Soup,soup,Soup,true,,full,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM301,ITEM301,Chicken Vegetable Soup,soup,Soup,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM302,ITEM302,Lemon Cake,bakery_item,Bakery_Item,true,30,single,,,true,true,true,1,[“bakery”]
ITEM303,ITEM303,Samosa Chaat with Channa & Chutney,snack,Snack,true,160,single,,,true,true,true,1,[“cafe”]
ITEM304,ITEM304,Tikka Wraps,snack,Snack,true,320,single,,,true,true,true,1,[“cafe”]
ITEM305,ITEM305,Chocolate donuts,bakery_item,Bakery_Item,true,70,single,,,true,true,true,1,[“bakery”]
ITEM306,ITEM306,Quesadilla with Salsa Sauce,snack,Snack,true,340,single,,,true,true,true,1,[“cafe”]
ITEM307,ITEM307,Vegetable Patties,bakery_item,Bakery_Item,true,45,single,,,true,true,true,1,[“bakery”]
ITEM308,ITEM308,Chicken Mushroom Soup,soup,Soup,true,,full,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM309,ITEM309,Chicken Mushroom Soup,soup,Soup,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM310,ITEM310,Chocolate Caramel Tart,bakery_item,Bakery_Item,true,40,single,,,true,true,true,1,[“bakery”]
ITEM311,ITEM311,dahi Bhallay with Papri,snack,Snack,true,120,single,,,true,true,true,1,[“cafe”]
ITEM312,ITEM312,Honey Wings,snack,Snack,true,90,single,,,true,true,true,1,[“cafe”]
ITEM313,ITEM313,Stuffed Tandoori Buns,bakery_item,Bakery_Item,true,165,single,,,true,true,true,1,[“bakery”]
ITEM314,ITEM314,Apple Shake,cold_bevarage,Cold_Bevarage,true,200,single,,,true,true,true,1,[“cafe”]
ITEM315,ITEM315,Banana Shake,cold_bevarage,Cold_Bevarage,true,150,single,,,true,true,true,1,[“cafe”]
ITEM316,ITEM316,Butter Scotch Shake,cold_bevarage,Cold_Bevarage,true,320,single,,,true,true,true,1,[“cafe”]
ITEM317,ITEM317,Carrot Juice,cold_bevarage,Cold_Bevarage,true,80,single,,,true,true,true,1,[“cafe”]
ITEM318,ITEM318,Chocolate Shake,cold_bevarage,Cold_Bevarage,true,320,single,,,true,true,true,1,[“cafe”]
ITEM319,ITEM319,Cold Coffee,cold_bevarage,Cold_Bevarage,true,250,single,,,true,true,true,1,[“cafe”]
ITEM320,ITEM320,Fresh Lime,cold_bevarage,Cold_Bevarage,true,50,single,,,true,true,true,1,[“cafe”]
ITEM321,ITEM321,Hazelnut Shake,cold_bevarage,Cold_Bevarage,true,320,single,,,true,true,true,1,[“cafe”]
ITEM322,ITEM322,Khoya Khajor Shake,cold_bevarage,Cold_Bevarage,true,350,single,,,true,true,true,1,[“cafe”]
ITEM323,ITEM323,Kiwi Juice,cold_bevarage,Cold_Bevarage,true,420,single,,,true,true,true,1,[“cafe”]
ITEM324,ITEM324,Mint Margarita,cold_bevarage,Cold_Bevarage,true,60,single,,,true,true,true,1,[“cafe”]
ITEM325,ITEM325,Orange Carrot Juice,cold_bevarage,Cold_Bevarage,true,100,single,,,true,true,true,1,[“cafe”]
ITEM326,ITEM326,Oreo Shake,cold_bevarage,Cold_Bevarage,true,250,single,,,true,true,true,1,[“cafe”]
ITEM327,ITEM327,Passion Fruit Juice,cold_bevarage,Cold_Bevarage,true,420,single,,,true,true,true,1,[“cafe”]
ITEM328,ITEM328,Candy Milk delight,dessert,Dessert,true,220,single,,,true,true,true,1,[“cafe”]
ITEM329,ITEM329,Gajar Halwa,dessert,Dessert,true,250,full,,,true,true,true,1,[“cafe”]
ITEM330,ITEM330,Gajar Halwa,dessert,Dessert,true,250,single,,,true,true,true,1,[“cafe”]
ITEM331,ITEM331,Gulab Jamun,dessert,Dessert,true,70,single,,,true,true,true,1,[“cafe”]
ITEM332,ITEM332,Kulfa Falooda,dessert,Dessert,true,225,single,,,true,true,true,1,[“cafe”]
ITEM333,ITEM333,Kulfi,dessert,Dessert,true,70,single,,,true,true,true,1,[“cafe”]
ITEM334,ITEM334,Bread Slice (White/Brown),bread,Bread,true,15,single,,,true,true,true,1,[“breakfast”]
ITEM335,ITEM335,Keema Paratha,bread,Bread,true,140,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM336,ITEM336,Lacha Paratha,bread,Bread,true,90,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM337,ITEM337,Puri (Per Piece),bread,Bread,true,30,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM338,ITEM338,Aaloo Puratha,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM339,ITEM339,Mooli Puratha,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM340,ITEM340,Chicken Puratha,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM341,ITEM341,Plain Puratha,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM342,ITEM342,Roti,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM343,ITEM343,Makai Roti,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM344,ITEM344,Plain Naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM345,ITEM345,Roghni Naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM346,ITEM346,Kalvanji Naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM347,ITEM347,Garlic naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM348,ITEM348,Chicken Naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM349,ITEM349,Aaloo Naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM350,ITEM350,Cheese Naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM351,ITEM351,Whole Bread Naan,bread,Bread,true,,single,,,true,true,true,1,"[“cafe”, “bbq”]"
ITEM352,ITEM352,Malbari Paratha with Dall Mix,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM353,ITEM353,Kofta Chaney with Kulcha,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM354,ITEM354,Alu/Chicken Paratha,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM355,ITEM355,Shami Anda Bujia,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM356,ITEM356,Achari Alu Katli with Paratha,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM357,ITEM357,Chicken Nihari,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM358,ITEM358,Mutton Payee ,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM359,ITEM359,Weak 1 & 3: Halwa Puri with Achari Alu Chana Gravy & Malpura; Weak 2: Mutton Paye; Weak 4: Beaf Bong Nihari with Lassi,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM360,ITEM360,Beef Bong Nehari with Lassi,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM361,ITEM361,Manchurian with Veg Rice,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM362,ITEM362,Beaf Boneless Karahi,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM363,ITEM363,Kali Tori ,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM364,ITEM364,Chicken Manchurian with Vegetable Fried Rice,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM365,ITEM365,Kaddu Chicken with Raita,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM366,ITEM366,Qeema Karailay with Kachi Lassi,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM367,ITEM367,Sabut Masar with Plain Rice,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM368,ITEM368,Kari Pakora with Plain Rice,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM369,ITEM369,Chicken Quorma,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM370,ITEM370,Chicken/ Sindhi Biryani with Potato Cutlus and Raita (Alternate Weeks),mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM371,ITEM371,Sindhi Biryani with Potato Cutlus and Raita,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM372,ITEM372,Beef Koozi Haleem with Naan,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM373,ITEM373,Chicken Ginger,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM374,ITEM374,Bhindi Piaz,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM375,ITEM375,Chicken Yakhni Pulao with Shami Kabab & Sheer Khurma,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM376,ITEM376,Chicken Tikka with Mexican Salad,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM377,ITEM377,Chicken Kabab Masala,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM378,ITEM378,Chicken Steam Roast with Apricot Sauce & Bean Salad,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM379,ITEM379,Chicken Leg Boneless Handi with Mtanjan,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM380,ITEM380,Chicken Tawa Piece with Lentil Salad,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM381,ITEM381,Chicken Anda Kofta curry,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM382,ITEM382,Mix Daal with Plain Rice & Kachumar salad,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM383,ITEM383,Chicken Tikka Handi with Kheer,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM384,ITEM384,Grilled Chicken with Bean Salad,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM385,ITEM385,Mutton Joint with Sajji Rice & Raita,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
ITEM386,ITEM386,Chinyoti Daal,mess_item,Mess_Item,true,,,,,true,true,true,1,"[“breakfast”,”lunch”,”dinner”]"
